id,NetworkID,InstalledDate,DeviceType,Make,Model,Software,IP,Hostname,Serial,MAC,FirstSeen,LastSeen,DeletedBy,Status
327802,22, ,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.201.96.9,01M034_3560_X4,FDO1239X4MS,,9/10/2013,6/9/2014,NULL,Active
306852,22, ,Procon Server,IBM,8840-11U,na,10.201.96.100,01M034S001,KPTMDW6,,10/9/2012,6/9/2014,NULL,Active
326953,22, ,CiscoController,Cisco,AIR-WLC4402-50-K9,7.0.240.0,10.201.106.3,01M034_WLC1,FOC1240F00W,,8/27/2013,6/9/2014,NULL,Active
309190,22, ,instructional switch,Cisco,WS-C3550-24PWR-SMI,c3550-i9q3l2-mz.122-25.SEA.bin,10.201.96.10,01M034_3560PWR_X5,CAT0747X1NY,,11/15/2012,6/9/2014,NULL,Active
269051,22, ,firewall,Cisco,PIX-525-SW-UR,6.3(4),10.201.111.254,01M034PIX,809254045,,3/13/2012,6/9/2014,NULL,Active
269077,22, ,IPDVSServer,IBM,7947AC1,na,10.224.48.6,01M034IPDVS1,KQ756Y1,,3/13/2012,6/9/2014,NULL,Active
339314,22, ,router,Cisco,CISCO3845,c3845-entbasek9-mz.124-20.T2.bin,10.201.111.129,01M034R1_3845_EVPL,FTX1242A2Z4,,10/15/2013,6/9/2014,NULL,Active
268777,22,8/3/2001,instructional switch,Cisco,WS-C6506,s3223-entservicesk9_wan-mz.122-18.SXF8.bin,10.201.96.6,01M034_6500_X1,TBA04491835,,3/13/2012,6/9/2014,NULL,Active
268905,22,6/6/2006,instructional switch,Cisco,WS-C3750-48TS-E,c3750-ipservicesk9-mz.122-25.SEE3.bin,10.201.96.12,01M034_3750_X7,CAT1016Z055,,3/13/2012,6/9/2014,NULL,Active
282170,23,11/17/2011,Content Engine,Cisco,WAE-674-K9,ce674-5.5.11.2,10.201.112.110,01M056-CE1,KQ42RT6,,3/13/2012,6/9/2014,NULL,Active
282176,23, ,Procon Server,IBM,8840-11U,na,10.201.112.100,01M056S001,KPVNBC7,,3/13/2012,6/9/2014,NULL,Active
282187,23, ,firewall,Cisco,PIX-525-SW-UR,6.3(4),10.201.127.254,01M056PIX,809181345,,3/13/2012,6/9/2014,NULL,Active
282216,23, ,IPDVSServer,IBM,7979-AC1,na,10.224.52.6,01M056IPDVS1,KQLYMZ4,,3/13/2012,6/9/2014,NULL,Active
327728,23,3/6/2009,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.201.112.7,01M056_3560_X2,FDO1250Y1CL,,9/10/2013,6/9/2014,NULL,Active
327729,23,3/6/2009,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.201.112.8,01M056_3560_X3,FDO1249Z1CH,,9/10/2013,6/9/2014,NULL,Active
327730,23,3/6/2009,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.201.112.9,01M056_3560_X4,FDO1250Y1AK,,9/10/2013,6/9/2014,NULL,Active
327731,23,3/6/2009,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.201.112.10,01M056_3560_X5,FDO1250Y1C1,,9/10/2013,6/9/2014,NULL,Active
327732,23,3/6/2009,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.201.112.12,01M056_3560PWR_X7,FDO1249X497,,9/10/2013,6/9/2014,NULL,Active
327733,23,3/6/2009,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.201.112.13,01M056_3560PWR_X8,FDO1249X4A5,,9/10/2013,6/9/2014,NULL,Active
327734,23,3/6/2009,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.201.112.14,01M056_3560PWR_X9,FDO1249X4A9,,9/10/2013,6/9/2014,NULL,Active
327735,23,3/6/2009,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.201.112.15,01M056_3560PWR_X10,FDO1249X4AV,,9/10/2013,6/9/2014,NULL,Active
327736,23,3/6/2009,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.201.112.16,01M056_3560PWR_X11,FDO1249X4B3,,9/10/2013,6/9/2014,NULL,Active
327737,23,3/6/2009,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.201.112.17,01M056_3560_X12,FDO1250Y1AY,,9/10/2013,6/9/2014,NULL,Active
327738,23, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.201.112.21,01M056_3560_X16,FDO1534X03K,,9/10/2013,6/9/2014,NULL,Active
327739,23, ,instructional switch,Cisco,WS-C3560-48TS-S,c3560-ipbase-mz.122-35.SE5.bin,10.201.112.22,01M056_3560_X17,FDO1151Z1RS,,9/10/2013,6/9/2014,NULL,Active
281796,23,12/14/2000,instructional switch,Cisco,WS-C6506,s3223-entservicesk9_wan-mz.122-18.SXF8.bin,10.201.112.6,01M056_6500_X1,TBA04350441,,3/13/2012,6/9/2014,NULL,Active
323520,23,3/6/2009,CiscoController,Cisco,AIR-WLC4404-100-K9,7.0.240.0,10.201.122.3,01M056_WLC1,FOC1251F07A,,7/21/2013,6/9/2014,NULL,Active
288283,23,11/17/2011,router,Cisco,CISCO2951/K9,c2951-universalk9-mz.SPA.151-2.T1.bin,10.201.127.129,01M056R1_2951_EVPL,FTX1538AJSM,,3/21/2012,6/9/2014,NULL,Active
323443,24,7/14/2009,CiscoController,Cisco,AIR-WLC4404-100-K9,7.0.240.0,10.201.170.3,01M063_WLC1,FOC1317F036,,7/21/2013,6/9/2014,NULL,Active
274082,24,4/17/2002,instructional switch,Cisco,WS-C6506,s3223-entservicesk9_wan-mz.122-18.SXF8.bin,10.201.160.6,01M063_6500_X1,TBM05013550,,3/13/2012,6/9/2014,NULL,Active
296137,24, ,firewall,Cisco,PIX-525-SW-R,6.3(5),10.201.175.254,01M063PIX,807155222,,5/30/2012,6/9/2014,NULL,Active
274363,24, ,router,Cisco,CISCO3845,c3845-entservicesk9-mz.124-2.T5.bin,10.201.175.129,01M063R1_3845_EVPL,FTX1124A3EA,,3/13/2012,6/9/2014,NULL,Active
274361,24, ,Procon Server,IBM,8840-11U,na,10.201.160.100,01M063S001,KPTGAG0,,3/13/2012,6/9/2014,NULL,Active
325836,24, ,Content Engine,Cisco,WAE-674-K9,ce674-5.5.31.1,10.201.160.110,01M063-CE1,KQ06AWF,,8/14/2013,6/9/2014,NULL,Active
327805,24,7/14/2009,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.201.160.9,01M063_3560_X4,FDO1315Y2D4,,9/10/2013,6/9/2014,NULL,Active
327815,24,7/14/2009,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.201.160.10,01M063_3560_X5,FDO1315X3W9,,9/10/2013,6/9/2014,NULL,Active
327787,24,7/14/2009,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.201.160.7,01M063_3560_X2,FDO1315X3XS,,9/10/2013,6/9/2014,NULL,Active
327794,24,7/14/2009,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.201.160.8,01M063_3560_X3,CAT1119NGZ0,,9/10/2013,6/9/2014,NULL,Active
327825,24,7/14/2009,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.201.160.11,01M063_3560PWR_X6,FDO1317X1WD,,9/10/2013,6/9/2014,NULL,Active
327834,24,7/14/2009,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.201.160.12,01M063_3560PWR_X7,FDO1317X1VL,,9/10/2013,6/9/2014,NULL,Active
327843,24,7/14/2009,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.201.160.13,01M063_3560PWR_X8,FDO1317X206,,9/10/2013,6/9/2014,NULL,Active
290956,24, ,instructional switch,Cisco,WS-C2924,c2900XL-h2s-mz-112.8.2-SA6.bin,10.201.160.14,01M063_2924_X9,,,,,,
327851,25,6/24/2009,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.201.176.12,01M064_3560_X7,FDO1316X1G9,,9/10/2013,6/9/2014,NULL,Active
327839,25,6/24/2009,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.201.176.11,01M064_3560_X6,FDO1315X3UV,,9/10/2013,6/9/2014,NULL,Active
327827,25, ,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbasek9-mz.122-55.SE5.bin,10.201.176.10,01M064_3560_X5,FDO1308X13X,,9/10/2013,6/9/2014,NULL,Active
327866,25,6/24/2009,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.201.176.14,01M064_3560PWR_X9,FDO1317X1SY,,9/10/2013,6/9/2014,NULL,Active
327878,25,6/24/2009,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.201.176.15,01M064_3560PWR_X10,CAT1049NKM1,,9/10/2013,6/9/2014,NULL,Active
327889,25, ,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbasek9-mz.122-55.SE5.bin,10.201.176.16,01M064_3560PWR_X11,CAT1027ZHMS,,9/10/2013,6/9/2014,NULL,Active
327793,25,6/24/2009,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.201.176.7,01M064_3560_X2,FDO1316X1FL,,9/10/2013,6/9/2014,NULL,Active
327816,25,6/24/2009,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.201.176.9,01M064_3560_X4,FDO1316X1GN,,9/10/2013,6/9/2014,NULL,Active
327804,25, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbasek9-mz.122-55.SE5.bin,10.201.176.8,01M064_3560_X3,FDO1436Y1ST,,9/10/2013,6/9/2014,NULL,Active
270358,25,7/6/2001,instructional switch,Cisco,WS-C6506,s3223-entservicesk9_wan-mz.122-18.SXF8.bin,10.201.176.6,01M064_6500_X1,TBA04520936,,3/13/2012,6/9/2014,NULL,Active
339112,25,6/24/2009,CiscoController,Cisco,AIR-WLC4404-100-K9,7.0.240.0,10.201.186.3,01M064_WLC1,FOC1313F0DK,,10/10/2013,6/9/2014,NULL,Active
270519,25,7/28/2010,instructional switch,Cisco,WS-C3750G-12S-S,c3750-ipbase-mz.122-44.SE3.bin,10.201.176.13,01M064_375012G_X8,FDO1427Z0LG,,3/13/2012,6/9/2014,NULL,Active
270752,25, ,Procon Server,IBM,8840-11U,na,10.201.176.100,01M064S001,KPNXGR7,,3/13/2012,6/9/2014,NULL,Active
270756,25, ,router,Cisco,CISCO3845,c3845-entservicesk9-mz.124-2.T5.bin,10.201.191.129,01M064R1_3845_EVPL,FTX1213A3H3,,3/13/2012,6/9/2014,NULL,Active
270759,25, ,firewall,Cisco,PIX-525-SW-UR,6.3(4),10.201.191.254,01M064PIX,809241590,,3/13/2012,6/9/2014,NULL,Active
341740,25, ,Content Engine,Cisco,CE590,ce590-5.5.31.1,10.201.176.110,01M064-CE1,SCK063300NF,,12/4/2013,6/9/2014,NULL,Active
327897,25,6/24/2009,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.201.176.17,01M064_3560PWR_X12,FDO1317X25Y,,9/10/2013,6/9/2014,NULL,Active
327904,25,6/24/2009,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.201.176.18,01M064_3560PWR_X13,FDO1317X1VT,,9/10/2013,6/9/2014,NULL,Active
338341,26, ,instructional switch,Cisco,WS-C3560-24TS-S,c3560-ipbase-mz.122-35.SE5.bin,10.201.208.10,01M110_3560_LAB502_X5,FDO1308X3HX,,9/25/2013,6/9/2014,NULL,Active
338342,26, ,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbasek9-mz.122-55.SE5.bin,10.201.208.11,01M110_3560_LAB502_X6,FDO1204X2RY,,9/25/2013,6/9/2014,NULL,Active
280064,26,7/14/2003,instructional switch,Cisco,WS-C6506,s3223-entservicesk9_wan-mz.122-18.SXF8.bin,10.201.208.6,01M110_6500_X1,TBM06146929,,3/13/2012,6/9/2014,NULL,Active
280110,26,5/5/2005,instructional switch,Cisco,WS-C3550-24PWR-SMI,c3550-i9q3l2-mz.122-25.SEA.bin,10.201.208.8,01M110_3550PWR_X3,CAT0837R1QQ,,3/13/2012,6/9/2014,NULL,Active
323446,26,12/15/2009,CiscoController,Cisco,AIR-WLC4402-50-K9,7.0.240.0,10.201.218.3,01M110_WLC1,FOC1337F07E,,7/21/2013,6/9/2014,NULL,Active
280301,26, ,router,Cisco,CISCO3845,c3845-entservicesk9-mz.124-2.T5.bin,10.201.223.129,01M110R1_3845_EVPL,FTX1213A3HN,,3/13/2012,6/9/2014,NULL,Active
322667,26, ,Procon Server,IBM,8840-11U,na,10.201.208.100,01M110S001,KPNXGN2,,7/9/2013,6/9/2014,NULL,Active
280316,26,8/19/2009,firewall,Cisco,ASA5510-SEC-BUN-K9,asa724-k8.bin,10.201.223.254,01M110-ASA,JMX1321L1H3,,3/13/2012,6/9/2014,NULL,Active
325868,26, ,Content Engine,Cisco,CE-565A-144GB-K9,ce565-5.5.31.1,10.201.208.110,01M110-CE1,KPGRG32,,8/15/2013,6/9/2014,NULL,Active
303741,26,5/5/2005,instructional switch,Cisco,WS-C3550-24PWR-SMI,c3550-i9q3l2-mz.122-25.SEA.bin,10.201.208.9,01M110_3550PWR_X4,CAT0837R1QS,,8/12/2012,6/9/2014,NULL,Active
327796,26,12/15/2009,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.201.208.7,01M110_3560_X2,FDO1335X099,,9/10/2013,6/9/2014,NULL,Active
327812,27, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.201.224.200,01M134_3560_X0,FDO1323Z2CS,,9/10/2013,4/8/2014,NULL,Active
327876,27,5/5/2009,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.201.224.7,01M134_3560_X2,FDO1307Y36U,,9/10/2013,6/9/2014,NULL,Active
278096,27, ,instructional switch,Cisco,WS-C3560-48TS-S,c3560-ipservicesk9-mz.122-25.SEB1.bin,10.201.224.13,01M134_3560_X8,CAT1028ZHVB,,3/13/2012,6/9/2014,NULL,Active
278117,27, ,instructional switch,Cisco,WS-C3560-48TS-S,c3560-ipservicesk9-mz.122-25.SEB1.bin,10.201.224.14,01M134_3560_X9,CAT1028ZHUD,,3/13/2012,6/9/2014,NULL,Active
278143,27, ,instructional switch,Cisco,WS-C2924,c2900XL-h2s-mz-112.8.2-SA6.bin,10.201.224.15,01M134_ADMIN_2924_X10,,,,,,
278295,27, ,firewall,Cisco,PIX-525-SW-UR,6.3(4),10.201.239.254,01M134PIX,809164036,,3/13/2012,6/9/2014,NULL,Active
277886,27,2/26/2001,instructional switch,Cisco,WS-C6506,s3223-entservicesk9_wan-mz.122-18.SXF8.bin,10.201.224.6,01M134_6500_X1,TBA04401193,,3/13/2012,6/9/2014,NULL,Active
325732,27, ,Content Engine,Cisco,WAE-674-K9,ce674-5.5.31.1,10.201.224.110,01M134-CE1,KQ15RBN,,8/14/2013,6/9/2014,NULL,Active
308506,27,5/4/2009,router,Cisco,CISCO3845,c3845-entbasek9-mz.124-20.T2.bin,10.201.239.129,01M134R1_3845_EVPL-ATT,FTX1314A1JR,,11/6/2012,6/9/2014,NULL,Active
320595,27, ,Procon Server,IBM,8840-11U,na,10.201.224.100,01M134S001,KPDXZD0,,6/5/2013,6/9/2014,NULL,Active
323414,27,5/5/2009,CiscoController,Cisco,AIR-WLC4404-100-K9,7.0.240.0,10.201.234.3,01M134_WLC1,FOC1313F0A8,,7/21/2013,6/9/2014,NULL,Active
345519,27, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.201.224.5,01M134_3560_X0,FDO1323Z2CS,,4/9/2014,6/9/2014,NULL,Active
327905,27,5/5/2009,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.201.224.9,01M134_3560PWR_X4,FDO1306Y1LU,,9/10/2013,6/9/2014,NULL,Active
327912,27,5/5/2009,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.201.224.10,01M134_3560PWR_X5,FDO1305X0E6,,9/10/2013,6/9/2014,NULL,Active
327921,27,5/5/2009,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.201.224.11,01M134_3560PWR_X6,FDO1305X0L5,,9/10/2013,6/9/2014,NULL,Active
327929,27, ,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbase-mz.122-50.SE5.bin,10.201.224.12,01M134_3560PWR_X7,CAT1003R197,,9/10/2013,6/9/2014,NULL,Active
327893,27,5/5/2009,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.201.224.8,01M134_3560_X3,FDO1307Y36T,,9/10/2013,6/9/2014,NULL,Active
327891,28, ,instructional switch,Cisco,WS-C3560X-24P-S,c3560e-universalk9-mz.122-55.SE3.bin,10.201.0.14,01M137_3560PWR_X9,FDO1627Z02Y,,9/10/2013,6/9/2014,NULL,Active
315359,28, ,Content Engine,Cisco,"WAVE-694-K9,",oe694-5.0.1.20,10.201.0.112,01M137-OE1,FCH1623V75M,,3/6/2013,6/9/2014,NULL,Active
340613,28, ,instructional switch,Cisco,WS-C3560X-24P-S,c3560e-universalk9-mz.122-55.SE3.bin,10.201.0.11,01M137_3560PWR_X6,FDO1627P03L,,11/12/2013,6/9/2014,NULL,Active
327879,28, ,instructional switch,Cisco,WS-C3560X-24P-S,c3560e-universalk9-mz.122-55.SE3.bin,10.201.0.13,01M137_3560PWR_X8,FDO1627P03U,,9/10/2013,6/9/2014,NULL,Active
327864,28, ,instructional switch,Cisco,WS-C3560X-24P-S,c3560e-universalk9-mz.122-55.SE3.bin,10.201.0.12,01M137_3560PWR_X7,FDO1627Z022,,9/10/2013,6/9/2014,NULL,Active
327828,28, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.201.0.9,01M137_3560_X4,FDO1625Y073,,9/10/2013,6/9/2014,NULL,Active
327844,28, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.201.0.10,01M137_3560_X5,FDO1625Y07A,,9/10/2013,6/9/2014,NULL,Active
327803,28, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.201.0.7,01M137_3560_X2,FDO1625Y077,,9/10/2013,6/9/2014,NULL,Active
327817,28, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.201.0.8,01M137_3560_X3,FDO1625Y080,,9/10/2013,6/9/2014,NULL,Active
306689,28,10/1/2012,CiscoController,Cisco,AIR-CT5508-K9,7.0.116.0,10.201.10.3,01M137_WLC1,FCW1630L0N9,,10/1/2012,6/9/2014,NULL,Active
306584,28, ,Content Engine,Cisco,CiscoVirtualBlade,CE-VB-5.5.25.2,10.201.0.110,01M137-VCE,99999999999,,9/27/2012,6/9/2014,NULL,Active
306585,28,10/1/2012,router,Cisco,CISCO2951/K9,c2951-universalk9-mz.SPA.151-2.T1.bin,10.201.15.129,01M137R1_2951_EVPL-ATT,FTX1631AK7U,,9/27/2012,6/9/2014,NULL,Active
306587,28, ,CiscoController,Cisco,NA,na,10.201.10.7,NA,NA,,9/27/2012,9/27/2012,NULL,Active
268234,28, ,instructional switch,Cisco,WS-C3560-48TS-S,c3560-ipbase-mz.122-25.SEB4.bin,10.201.0.15,01M137_3560_X10,CAT1029ZMJZ,,3/13/2012,6/9/2014,NULL,Active
268371,28, ,Procon Server,IBM,8840-11U,na,10.201.0.100,01M137S001,KPTGAT8,,3/13/2012,6/9/2014,NULL,Active
268379,28, ,firewall,Cisco,PIX-525-SW-UR,6.3(5),10.201.15.254,01M137PIX,907320807,,3/13/2012,6/9/2014,NULL,Active
344491,28, ,instructional switch,Cisco,WS-C6506-E,s72033-ipservicesk9_wan-mz.122-33.SXJ3.bin,10.201.0.6,01M137_6500_X1,SAL1616AEUF,,2/23/2014,6/9/2014,NULL,Active
285922,29, ,instructional switch,Cisco,WS-C2924,c2900XL-h2s-mz-112.8.2-SA6.bin,10.202.0.14,Admin_01M140_2924_X1,,,,,,
285838,29,4/17/2002,instructional switch,Cisco,WS-C6506,s3223-entservicesk9_wan-mz.122-18.SXF8.bin,10.202.0.6,01M140_6500_X1,TBM05502487,,3/13/2012,6/9/2014,NULL,Active
285986,29, ,Procon Server,IBM,8840-11U,na,10.202.0.100,01M140S001,KPVMYF1,,3/13/2012,6/9/2014,NULL,Active
285993,29, ,firewall,Cisco,PIX-525-SW-UR,6.3(4),10.202.15.254,01M140PIX,809241579,,3/13/2012,6/9/2014,NULL,Active
326039,29, ,Content Engine,Cisco,WAE-612-K9,ce612-5.5.31.1,10.202.0.110,01M140-CE1,KQYNXV8,,8/18/2013,6/9/2014,NULL,Active
327961,29,3/17/2009,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.202.0.7,01M140_3560_X2,FDO1251X24Y,,9/10/2013,6/9/2014,NULL,Active
327972,29,3/17/2009,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.202.0.8,01M140_3560_X3,FDO1251X2H3,,9/10/2013,6/9/2014,NULL,Active
328017,29,3/17/2009,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.202.0.13,01M140_3560PWR_X8,FDO1253X055,,9/10/2013,6/9/2014,NULL,Active
327979,29,3/17/2009,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.202.0.9,01M140_3560_X4,FDO1251X2GG,,9/10/2013,6/9/2014,NULL,Active
327987,29,3/17/2009,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.202.0.10,01M140_3560_X5,FDO1251X2GN,,9/10/2013,6/9/2014,NULL,Active
327995,29,3/17/2009,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.202.0.11,01M140_3560PWR_X6,FDO1253X05M,,9/10/2013,6/9/2014,NULL,Active
328006,29,3/17/2009,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.202.0.12,01M140_3560PWR_X7,FDO1249X4VG,,9/10/2013,6/9/2014,NULL,Active
323447,29,3/17/2009,CiscoController,Cisco,AIR-WLC4404-100-K9,7.0.240.0,10.202.10.3,01M140_WLC1,FOC1303F01J,,7/21/2013,6/9/2014,NULL,Active
321911,29,3/17/2009,router,Cisco,CISCO3845,c3845-entbasek9-mz.124-20.T2.bin,10.202.15.129,01M140_3845_EVPL-ATT,FHK1306F4FJ,,6/27/2013,6/9/2014,NULL,Active
327926,30, ,instructional switch,Cisco,WS-C3560X-24P-S,c3560e-universalk9-mz.122-55.SE3.bin,10.202.16.16,01M142_3560PWR_X11,FDO1530Z0FB,,9/10/2013,6/9/2014,NULL,Active
327938,30, ,instructional switch,Cisco,WS-C3560X-24P-S,c3560e-universalk9-mz.122-55.SE3.bin,10.202.16.17,01M142_3560PWR_X12,FDO1530V0PU,,9/10/2013,6/9/2014,NULL,Active
327910,30, ,instructional switch,Cisco,WS-C3560X-24P-S,c3560e-universalk9-mz.122-55.SE3.bin,10.202.16.14,01M142_3560PWR_X9,FDO1530Z0DZ,,9/10/2013,6/9/2014,NULL,Active
327890,30, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.202.16.11,01M142_3560_X6,FDO1534X0DE,,9/10/2013,6/9/2014,NULL,Active
327899,30, ,instructional switch,Cisco,WS-C3560V2-48PS-S,c3560-ipbase-mz.122-53.SE2.bin,10.202.16.12,01M142_3560_X7,FDO1534X1CC,,9/10/2013,6/9/2014,NULL,Active
325764,30, ,Content Engine,Cisco,WAE-674-K9,ce674-5.5.31.1,10.202.16.110,01M142-CE1,KQ37TW0,,8/14/2013,6/9/2014,NULL,Active
322595,30,8/25/2009,router,Cisco,CISCO3845,c3845-entbasek9-mz.124-20.T2.bin,10.202.31.129,01M142R1_3845_EVPL,FTX1329A17D,,7/8/2013,6/9/2014,NULL,Active
339022,30, ,CiscoController,Cisco,AIR-WLC4404-100-K9,7.0.240.0,10.202.26.3,01M142_WLC1,FOC1434F06U,,10/9/2013,6/9/2014,NULL,Active
327848,30,8/25/2009,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.202.16.8,01M142_3560_X3,FDO1325Y0LV,,9/10/2013,6/9/2014,NULL,Active
327860,30,8/25/2009,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.202.16.9,01M142_3560_X4,FDO1325Y0GX,,9/10/2013,6/9/2014,NULL,Active
327837,30,8/25/2009,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.202.16.7,01M142_3560_X2,FDO1325Y0GV,,9/10/2013,6/9/2014,NULL,Active
327873,30,8/25/2009,instructional switch,Cisco,WS-C3560-48PS-S,c3560-ipbase-mz.122-44.SE3.bin,10.202.16.10,01M142_3560_X5,FDO1325Y0LU,,9/10/2013,6/9/2014,NULL,Active
270239,30, ,firewall,Cisco,PIX-525-SW-UR,6.3(4),10.202.31.254,01M142PIX,809181385,,3/13/2012,6/9/2014,NULL,Active
316204,30, ,instructional switch,Cisco,WS-C6506,s3223-entservicesk9_wan-mz.122-18.SXF8.bin,10.202.16.6,01M142_6500_X1,TBA04410470,,3/20/2013,6/9/2014,NULL,Active
341116,30, ,instructional switch,Cisco,WS-C3560X-24P-S,c3560e-universalk9-mz.122-55.SE3.bin,10.202.16.15,01M142_3560PWR_X10,FDO1530K0YK,,11/21/2013,6/9/2014,NULL,Active
343194,30, ,Procon Server,IBM,8840-11U,na,10.202.16.100,01M142S001,KPTGBR8,,1/9/2014,6/9/2014,NULL,Active
275719,31, ,firewall,Cisco,PIX-525-SW-UR,6.3(4),10.202.111.254,02M001PIX,809163625,,3/13/2012,6/9/2014,NULL,Active
275418,31,4/3/2002,instructional switch,Cisco,WS-C6506,s3223-entservicesk9_wan-mz.122-18.SXF8.bin,10.202.96.6,02M001_6500_X1,TBM05513179,,3/13/2012,6/9/2014,NULL,Active
275489,31, ,instructional switch,Cisco,WS-C3560-24PS-S,c3560-ipservices-mz.122-25.SEB1.bin,10.202.96.8,02M001_3560PWR_X3,FDO1423R0CV,,3/13/2012,6/9/2014,NULL,Active
275548,31, ,instructional switch,Cisco,WS-C2950-24,c2950-i6q4l2-mz.121-22.EA10a.bin,10.202.96.11,02M001_2950_X6_ADMIN,FOC1233V3R0,,3/13/2012,4/15/2014,NULL,Active
